var_a,var_b,level,pearson_r,spearman_rho,n,p_value,p_fdr,note
log_scale,p_DD,dyad,-0.07378157109242685,-0.033154286411894794,12000,7.800468713534586e-17,1.135700425725342e-16,empirical
endgame_drop,cd_rate,agent_game,-0.019197963234217415,-0.03268043904485444,24000,0.012799362404867478,0.01377835046416329,empirical
utility_gap,reciprocity_1,dyad,-0.11234145515783778,-0.03209217798048094,6799,2.329698565747796e-14,3.254725937441774e-14,empirical
last_coop,efficiency,agent_game,-0.06296035927350314,-0.032025185099627936,24000,0.0010664018374201651,0.0011989133083421975,payoff-matrix link: own utility is a linear map of the outcome rates
last_coop,payoff_base,agent_game,0.06296035927350313,0.032025185099627936,24000,0.0010664018374201651,0.0011989133083421975,payoff-matrix link: own utility is a linear map of the outcome rates
endgame_drop,rule_distance,agent_game,-0.06302763809606415,-0.032016455102834386,24000,7.279422757963984e-07,8.894471537062102e-07,empirical
last_coop,utility,agent_game,-0.06296035927350309,-0.031162067429885056,24000,0.0010664018374201539,0.0011989133083421975,payoff-matrix link: own utility is a linear map of the outcome rates
p_CD,reciprocity_1,dyad,-0.06941994048959721,-0.029795037653645298,6799,2.132641807860344e-07,2.631181451256269e-07,partly mechanical: reciprocity is a contrast between two sub-averages of the same cooperation sequence
log_scale,p_exploit,dyad,0.02377152509871476,0.02930317384843913,12000,0.0005561528974056429,0.0006404184879216495,empirical
log_scale,payoff_base,agent_game,-0.026135588985390718,-0.028491868268585414,24000,1.217195353786876e-07,1.5075347259654131e-07,empirical
log_scale,efficiency,agent_game,0.02613558898539072,0.028491868268585414,24000,1.217195353786881e-07,1.5075347259654131e-07,empirical
log_scale,utility,agent_game,0.02613558898539085,0.0283540181419361,24000,1.2171953537868896e-07,1.5075347259654131e-07,empirical
coop_rate,reciprocity,agent_game,0.024648189506216955,0.028338975884139386,13895,0.0027022888490743397,0.0029937893954759447,partly mechanical: the conditional cooperation rates are sub-averages of the same action sequence
log_scale,dc_rate,agent_game,0.014064075278056897,0.02832107370143077,24000,0.0005560046412562225,0.0006404184879216495,empirical
log_scale,cd_rate,agent_game,0.014064075278056896,0.02832107370143077,24000,0.0005560046412562262,0.0006404184879216495,empirical
first_dd,dd_absorbed,dyad,0.203374696694537,0.028181375877023483,6664,4.391511580958994e-16,6.250091388630778e-16,same construct: all of these summarise the mutual-defection pattern
fairness,first_coop_1,dyad,-0.03278101184001426,0.026172598053044213,12000,0.13362327789779205,0.13911464548263283,empirical
gini,first_coop_1,dyad,0.03278101184001427,-0.026155426139627822,12000,0.13362327789779171,0.13911464548263283,empirical
log_scale,reciprocity,agent_game,-0.028147347957356437,-0.0258209438695072,13895,0.0007672578495398316,0.0008808398272662719,empirical
endgame_drop,dd_rate,agent_game,0.022554376828063778,0.02449105038258063,24000,0.008308137702972472,0.008994565034557093,empirical
log_scale,coop_late,agent_game,0.02359219545170562,0.024233489109270714,24000,0.0017311798089138112,0.0019235331210153456,empirical
log_scale,n_rules_fit,agent_game,0.01106376518707515,-0.024065394045684287,24000,0.17311688228616517,0.17876199801288795,empirical
endgame_drop,n_rules_fit,agent_game,0.020308687983713727,0.021049236054220495,24000,0.0344002142356483,0.036719329802096495,empirical
cd_rate,reciprocity,agent_game,-0.06861286446241185,-0.020230758015919784,13895,1.17121685073343e-10,1.5671211383052937e-10,partly mechanical: the conditional cooperation rates are sub-averages of the same action sequence
p_DD,reciprocity_1,dyad,0.011252099905701949,0.018467704193652817,6799,0.4426079953947796,0.45091431166224194,"structural: DD rounds are exactly the rounds in which neither agent cooperates, so the DD pattern bounds cooperation and utility"
log_scale,last_coop,agent_game,0.016519412842226903,0.018389654790219253,24000,0.0250823292317254,0.02684869044522719,empirical
log_scale,p_DC,dyad,0.01111488679890316,0.018016896815534728,12000,0.06754917840854535,0.07130191054235342,empirical
log_scale,reciprocity_1,dyad,-0.0238568488185383,-0.017144920041623143,6799,0.040435183368323066,0.042920027039002134,empirical
coop_rate,efficiency,agent_game,-0.08515802588103825,-0.015867456192344184,24000,0.000981681512347871,0.0011135491781856482,payoff-matrix link: own utility is a linear map of the outcome rates
coop_rate,payoff_base,agent_game,0.08515802588103821,0.015867456192344184,24000,0.000981681512347871,0.0011135491781856482,payoff-matrix link: own utility is a linear map of the outcome rates
coop_rate,utility,agent_game,-0.08515802588103831,-0.014692230093474251,24000,0.000981681512347874,0.0011135491781856482,payoff-matrix link: own utility is a linear map of the outcome rates
log_scale,gini,dyad,0.0016208107739940332,0.012776279368834608,12000,0.8075539829736497,0.8075539829736497,empirical
log_scale,fairness,dyad,-0.001620810773993999,-0.012773669069580933,12000,0.8075539829736486,0.8075539829736497,empirical
coop_early,payoff_base,agent_game,0.06577293792976767,0.010577787883202896,24000,0.004596746449819541,0.0050484498581833325,payoff-matrix link: own utility is a linear map of the outcome rates
coop_early,efficiency,agent_game,-0.06577293792976767,-0.010577787883202896,24000,0.004596746449819561,0.0050484498581833325,payoff-matrix link: own utility is a linear map of the outcome rates
log_scale,pC_after_C,agent_game,-0.010464581608128168,-0.010303998165001334,21022,0.15729939006270677,0.16287130306220318,empirical
coop_early,utility,agent_game,-0.06577293792976772,-0.009528529055240523,24000,0.004596746449819552,0.0050484498581833325,payoff-matrix link: own utility is a linear map of the outcome rates
opp_coop_rate,reciprocity,agent_game,0.01238212536835663,0.00950747644816547,13895,0.2789842579518076,0.2849839194131368,partly mechanical: opponent cooperation defines the conditioning event
log_scale,utility_gap,dyad,0.0016755240413367726,0.007527045377606756,12000,0.796166655281405,0.8003791772670209,empirical
pC_after_D,rule_distance,agent_game,-0.0044883231908221365,-0.0035298563450126353,16873,0.7930494740762275,0.799360212596728,empirical
reciprocity_1,first_dd,dyad,0.025092343860951157,-0.0030217650128925503,5382,0.2077855736879477,0.21397972358108436,empirical
utility,reciprocity,agent_game,0.01815033955812936,0.0018586937474573074,13895,0.09564049399687881,0.10011952539618169,empirical
opp_coop_rate,endgame_drop,agent_game,-0.004435918419257824,-0.0016919599577161991,24000,0.6451575111692629,0.6520208889476593,empirical
payoff_base,reciprocity,agent_game,-0.018150339558129346,-0.0016410297063027682,13895,0.0956404939968783,0.10011952539618169,empirical
efficiency,reciprocity,agent_game,0.018150339558129357,0.0016410297063027682,13895,0.09564049399687805,0.10011952539618169,empirical
first_coop,efficiency,agent_game,-0.05258598645148513,-0.0010970702840737562,24000,0.005507265502397758,0.005979316831174709,payoff-matrix link: own utility is a linear map of the outcome rates
first_coop,payoff_base,agent_game,0.05258598645148517,0.0010970702840737562,24000,0.005507265502397739,0.005979316831174709,payoff-matrix link: own utility is a linear map of the outcome rates
utility_gap,first_coop_1,dyad,0.04476367352049651,-0.0007980733150203355,12000,0.04059798714096138,0.04297279975923488,empirical
first_coop,utility,agent_game,-0.05258598645148515,-0.0004773519463985801,24000,0.005507265502397752,0.005979316831174709,payoff-matrix link: own utility is a linear map of the outcome rates
